name,city,area,rating,rating_count,cusine,cost_for_two,online_order,table_reservation,delivery_only
Khane Mein Dum,Delhi NCR,"Sector 15, Gurgaon",3.5,74,"North Indian, Chinese",200.0,False,False,False
F.R.I.E.N.D.S. Eatery,Patiala,Urban Estate,3.3,0,"Fast Food, North Indian",200.0,False,False,False
Mannubhai Dabeli and Vadapav,Raipur,Civil Lines,0.0,0,Street Food,150.0,False,False,False
The Vegeterian Kitchen,Delhi NCR,Jasola,0.0,0,North Indian,400.0,True,False,False
Hotel Vasanth Bhavan,Coimbatore,Ramanathapuram,0.0,0,South Indian,200.0,False,False,False
Hotel Shrinagar,Mumbai,"Wagle Estate, Thane West",2.9,7,"North Indian, Chinese, Malwani",800.0,False,False,False
Malana Restaurant,Manali,Kullu,0.0,0,"Chinese, North Indian",400.0,False,False,False
Let's Go Dutch,Chandigarh,Kharar Road,3.3,34,"Fast Food, Healthy Food, Bakery",300.0,True,False,False
Malgudi,Mumbai,Goregaon East,3.7,177,South Indian,300.0,False,False,False
Food Box,Mumbai,Mumbai Central,3.3,15,"Fast Food, Pizza",300.0,False,False,False
Bintang Sweet Thrills,Delhi NCR,Rajouri Garden,3.9,103,"Desserts, Ice Cream, Sandwich, Pizza, Burger, Salad, Momos",200.0,True,False,False
Kaarthick Bhavan,Madurai,Arrapalayam,0.0,0,South Indian,250.0,False,False,False
Kamal & Kamal Confectioner,Chandigarh,"Sector 32, Chandigarh",3.9,163,"Bakery, Fast Food",300.0,True,False,False
Lai Bhari Kolhapuri,Pune,Nigdi,3.4,103,Maharashtrian,500.0,True,False,False
BBQ HOT,Trivandrum,Pappanamcode,0.0,0,"BBQ, Fast Food",350.0,False,False,False
The Sugar Glaze By Sakshi,Kanpur,Govindpuri,3.3,0,Desserts,300.0,False,False,False
Sri Udupi Park,Bengaluru,HSR,4.1,104,"South Indian, North Indian, Chinese",300.0,True,False,False
T Cafe,Kanpur,Armapur,0.0,0,"North Indian, South Indian, Chinese",800.0,True,False,False
Kashmiri Chole Bhature,Delhi NCR,Rohini,3.3,0,Street Food,100.0,False,False,False
Divine Restaurant,Bhubaneswar,Kalinga Nagar,3.3,0,"North Indian, Chinese",200.0,False,False,False
House of Delicacies,Jaipur,Shyam Nagar,0.0,0,"Thai, Mexican, Lebanese",500.0,False,False,False
Mughal Court - The Gold Palace & Resorts,Jaipur,Kukas,3.3,19,"North Indian, Chinese, Continental",300.0,False,False,False
South Mouth,Bengaluru,Bannerghatta Road,0.0,0,"North Indian, Fast Food",300.0,False,False,False
Oh My Cake,Kochi,Kakkanad,3.1,10,"Desserts, Bakery",300.0,False,False,False
Burger Home,Kolkata,New Town,3.6,36,Fast Food,250.0,True,False,False
Legacy of Bombay - Fidalgo,Goa,Panaji,4.0,234,"South Indian, Street Food",700.0,True,False,False
Frites Corner,Puducherry,Auroville,3.9,63,Cafe,300.0,False,False,False
Subway,Ajmer,Ana Sagar Lake,4.1,112,"Fast Food, Healthy Food, Sandwich, Salad",500.0,True,False,False
Krishna Restaurant,Jodhpur,1st Pulia,2.9,4,"North Indian, Fast Food",200.0,True,False,False
Thottathil Food House,Bengaluru,BTM,3.9,101,"Kerala, South Indian, Biryani",300.0,True,False,False
Vittlebox,Ahmedabad,Navrangpura,4.0,1125,"Gujarati, North Indian",400.0,True,False,False
El Classico,Nagpur,Dharampeth,3.3,0,"Fast Food, Chinese, North Indian, Continental",700.0,True,False,False
Mevaram Home Kitchen,Patna,Golambar,0.0,0,"North Indian, Chinese",400.0,True,False,False
Lal Tadka Restaurant,Agra,Lohamandi,3.3,30,North Indian,500.0,True,False,False
Mint,Pune,Kharadi,3.1,4,Street Food,250.0,False,False,False
Ji Memsaab - Indian Terrace Restaurant & Bar,Delhi NCR,Sector 49,4.6,162,North Indian,300.0,False,False,False
Annapurna Tiffin Centre,Trivandrum,Ambalamukku,0.0,0,South Indian,100.0,False,False,False
Chawlas'2(Since 1960),Delhi NCR,Karol Bagh,3.6,73,"North Indian, Chinese",700.0,True,False,False
Tasty But Healthy,Delhi NCR,Sushant Lok,3.1,4,"Fast Food, North Indian",250.0,False,False,False
Good Food Roll House,Pune,Wakad,3.8,215,"Fast Food, North Indian, Chinese, Rolls",350.0,True,False,False
Barbeque Nation,Jammu,Trikuta Nagar,4.5,195,North Indian,300.0,False,False,False
Eats N Eats,Delhi NCR,Kapashera,0.0,0,"Bakery, Fast Food",150.0,False,False,False
Annam Cafe,Chennai,Velachery,3.7,31,"North Indian, Continental",300.0,False,False,False
Punjabi Delight,Gwalior,Naya Bazaar,3.6,83,North Indian,400.0,True,False,False
Mama's Corner,Goa,Siolim,0.0,0,"North Indian, Chinese, Goan",700.0,False,False,False
Kinara Grand,Hyderabad,Vanasthalipuram,3.6,1228,"North Indian, Chinese, Biryani",600.0,True,False,False
Aggarwal Sweet India,Delhi NCR,Kalkaji,2.9,15,"Mithai, Street Food",100.0,False,False,False
Gunamay Kitchen,Nagpur,Hingna T Point,3.3,0,North Indian,300.0,True,False,False
Resign Sky Bar,Hyderabad,Hitech City,4.5,581,"Continental, Finger Food",300.0,False,False,False
Adda,Jaipur,Sodala,3.7,322,"South Indian, Chinese, North Indian",200.0,True,False,False
Spicy Andhra,Bengaluru,Whitefield,3.1,4,"Andhra, Chinese, North Indian",500.0,True,False,False
Standard's Bakery,Dehradun,Kaonli,3.1,5,Bakery,300.0,False,False,False
Real Arabia,Kochi,Aluva,3.8,157,"Arabian, Continental, Chinese",400.0,True,False,False
Bakesmiths Baker's And Roaster,Bhopal,JP Nagar,3.6,28,"Fast Food, Bakery, Desserts",300.0,True,False,False
Harshad Lodge,Jamnagar,Bedeswar,0.0,0,0,300.0,False,False,False
Farmer's Kitchen,Delhi NCR,Sikandarpur,4.2,517,"North Indian, Iranian, Mughlai, Lebanese, Arabian",300.0,True,True,False
Keventers - The Original Milkshake,Pune,Camp Area,3.4,69,"Beverages, Desserts, Ice Cream",400.0,False,False,False
Jay Jalaram Bhojanalay,Vadodara,Sama,0.0,0,Gujarati,200.0,False,False,False
Mishra Ji Ka Bhojnalay,Indore,HIG-LIG,3.3,11,North Indian,250.0,True,False,False
Shri Anand Ice Cream,Indore,Sudama Nagar,2.9,10,"Ice Cream, Beverages",150.0,True,False,False
Nutrislice,Jaipur,Lal Kothi,3.1,6,"Bakery, Fast Food",200.0,False,False,False
Awadh Express,Delhi NCR,South City 2,3.4,148,"North Indian, Awadhi",750.0,True,False,False
Firangi Bake,Chennai,Potheri,3.8,17,"Italian, Mexican",600.0,True,False,False
Maggi Point,Hyderabad,Kukatpally,3.3,25,"Fast Food, Chinese",250.0,False,False,False
Walks of Life,Jaipur,Amer,0.0,0,"North Indian, Chinese, Fast Food",500.0,True,False,False
Let's Dessert by SK,Delhi NCR,Jail Road,3.2,7,"Bakery, Desserts",750.0,False,False,False
The Wok Shop,Bengaluru,Ulsoor,3.4,10,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500.0,True,False,False
Shapur,Mumbai,Mazgaon,2.7,23,"Chinese, North Indian",250.0,False,False,False
Cafe Chocolade,Pune,Camp Area,2.8,35,"Ice Cream, Desserts, Fast Food",400.0,True,False,False
Cake Spot,Delhi NCR,Sector 49,3.2,7,"Bakery, Fast Food",350.0,True,False,False
The Karnavati Dabeli,Ahmedabad,Satellite,3.3,49,"Fast Food, Street Food",200.0,True,False,False
Papa Chow,Kolkata,New Town,0.0,0,"Chinese, Healthy Food, Momos",350.0,False,False,False
The Tummy Affair,Mumbai,Vasai,2.7,9,"Chinese, Thai, Fast Food",350.0,False,False,False
Four Square Corner,Pune,Ravet,3.3,0,"South Indian, Street Food",150.0,False,False,False
Sprinkles,Jaipur,C Scheme,3.5,29,Bakery,300.0,False,False,True
DZI House,Delhi NCR,Majnu ka Tila,0.0,0,"North Indian, Chinese, Tibetan",550.0,False,False,False
Domino's Pizza,Bengaluru,Shanti Nagar,3.7,301,"Pizza, Fast Food",400.0,True,False,False
Matki,Udaipur,Bhuwana,3.3,14,"Gujarati, Rajasthani",350.0,True,False,False
The Maple,Chandigarh,Dhakoli,0.0,0,"North Indian, Chinese, Continental",700.0,True,False,False
Balaji Sweets,Delhi NCR,Malviya Nagar,3.3,0,"Mithai, Street Food",150.0,False,False,False
Raymond Bakery,Delhi NCR,Shastri Park,0.0,0,Bakery,200.0,False,False,False
Big Mummy,Bengaluru,Indiranagar,4.0,232,"Fast Food, Biryani",400.0,True,False,False
Shree Ram Vijay Hindu Hotel,Ahmedabad,Bodakdev,3.3,9,"North Indian, Gujarati",150.0,True,False,False
Green Chick Chop,Delhi NCR,"Sector 41, Noida",2.8,95,"Raw Meats, Fast Food",350.0,True,False,False
Balaji Misthan Bhandar,Jodhpur,Paota,0.0,0,"Mithai, Desserts",300.0,False,False,False
Kailash Parbat,Chennai,Kotturpuram,4.1,270,"North Indian, Street Food, Chinese",800.0,True,True,False
Nandini South Dosa Corner,Ahmedabad,Chandkheda,3.2,17,South Indian,150.0,True,False,False
The Sizzling Griddle,Delhi NCR,Indirapuram,3.1,5,North Indian,250.0,True,False,False
Trio- A Garden Restaurant,Udaipur,Fateh Sagar,3.3,0,"North Indian, Chinese, Italian",1000.0,False,False,False
Batra Confectionary,Ludhiana,Model Town,3.9,227,"Bakery, Fast Food, Street Food, Beverages",300.0,False,False,False
Cream Chemistry,Chennai,Besant Nagar,3.7,32,"Ice Cream, Desserts",300.0,True,False,False
Gandhi Refreshment,Mumbai,Mahakali,2.9,4,Mughlai,200.0,False,False,False
Agnee - Vedic Village Spa Resort,Kolkata,New Town,3.5,46,"North Indian, Chinese",300.0,False,True,False
Sai Grand,Bengaluru,Electronic City,0.0,0,"South Indian, North Indian, Chinese",200.0,False,False,False
Ceylon Express,Kochi,Kakkanad,0.0,0,"Kerala, Arabian",400.0,False,False,False
Cafe Hive - Hotel Apollo Dimora,Trivandrum,Palayam,0.0,0,"Continental, Chinese",300.0,False,False,False
Scoops,Kochi,Palarivattom,3.8,63,"Desserts, Beverages, Juices",250.0,True,False,False
The French Loaf,Bengaluru,KR Puram,0.0,0,"Bakery, Desserts, Sandwich",400.0,False,False,False
Old Madras Baking Company,Hyderabad,Gandipet,2.9,14,Beverages,150.0,False,False,False
Deja Brew,Hyderabad,Madhapur,0.0,0,Cafe,800.0,False,False,False
The RajaRani kitchen,Goa,Margao,3.3,0,"North Indian, Chinese",300.0,False,False,False
Swaraj Bhojanalay,Pune,Karve Nagar,0.0,0,Maharashtrian,250.0,False,False,False
Sri Mahaveer Ice Cream Parlour & Chat Centre,Hyderabad,Jeedimetla,3.5,43,"Ice Cream, Street Food",300.0,True,False,False
New Tiwari Shudh Vaishno Dhaba,Chandigarh,"Sector 11, Panchkula",3.3,0,North Indian,400.0,False,False,False
Idli House & Lunch Home,Mumbai,"Manpada, Thane West",3.3,0,"North Indian, South Indian",150.0,False,False,False
Badhsah Tandoor,Nashik,Panchavati,3.3,0,"North Indian, Chinese",300.0,False,False,False
The Lansdowne Restobar,Kolkata,Desapriya Park,3.4,11,"North Indian, Continental, Chinese",300.0,False,True,False
Bikaner Mishthan Bhandar,Ludhiana,Sarabha Nagar,3.6,34,"Mithai, Street Food",100.0,True,False,False
Jaiveer Naan & Chaap,Delhi NCR,Paschim Vihar,3.7,66,"North Indian, Fast Food",500.0,False,False,False
Sri Udupi Park,Bengaluru,Marathahalli,3.4,262,"South Indian, North Indian, Chinese, Beverages",500.0,False,False,False
Chop Shop,Delhi NCR,Karampura,3.5,60,"Chinese, Fast Food",500.0,False,False,False
Bunkerzzz Cafe,Mumbai,Nerul,3.8,67,"Fast Food, Beverages",400.0,False,False,False
Aarogya Bhavan,Bengaluru,Bommanahalli,0.0,0,"Fast Food, Beverages",200.0,False,False,False
Vicki's,Pune,NIBM Road,4.1,285,"Italian, Salad, Fast Food",500.0,True,False,False
Monginis,Goa,Mapusa,2.7,18,Bakery,200.0,False,False,False
Thakar Thal,Ahmedabad,Ashram Road,3.6,336,"Gujarati, North Indian",550.0,True,False,False
Ethnic Swaad,Delhi NCR,Lajpat Nagar 4,4.2,61,"North Indian, Rolls",400.0,True,False,True
Bhatti The Tandoor Cafe,Mumbai,Virar,3.4,13,"Kebab, Rolls, Biryani, Desserts, Beverages",400.0,True,False,False
Tangerine - The Zuri White Sands Resort,Goa,Benaulim,3.4,13,Finger Food,300.0,False,False,False
The Blue Ice,Ludhiana,Civil Lines,0.0,0,"Ice Cream, Beverages",200.0,True,False,False
Home's Pizza,Delhi NCR,Vaishali,3.0,99,"Pizza, Fast Food",500.0,True,False,False
Leg Piece Biriyani  Fast Food Center,Bhubaneswar,Patrapada,3.1,4,"Biryani, Fast Food",350.0,True,False,False
Shiv Shambhu Cafe & Snacks,Ahmedabad,Ranip,0.0,0,Fast Food,350.0,False,False,False
Just Bake,Hyderabad,Saroor Nagar,3.3,19,"Bakery, Desserts, Fast Food",400.0,False,False,False
Chatkazz,Vadodara,Fatehgunj,3.6,93,"Fast Food, North Indian",300.0,False,False,False
Ami's Food Cafe,Delhi NCR,Sector 49,3.3,0,Cafe,800.0,False,False,False
Hotel Barak,Guwahati,Dispur,0.0,0,"Chinese, North Indian",300.0,False,False,False
Sahoo Special Dum Biriyani,Bhubaneswar,Jagmohan Nagar,3.7,129,"Biryani, Mughlai",100.0,False,False,False
Mughlai Khana,Allahabad,Meergunj,0.0,0,Mughlai,400.0,False,False,False
Smoke Trailer Grill,Delhi NCR,Sainik Farms,3.9,66,American,300.0,True,False,False
Sumit Chinese Food,Gwalior,Lashkar,0.0,0,0,150.0,False,False,False
Shazeen Chicken Biryani Point,Hyderabad,Kukatpally,3.3,0,"North Indian, Biryani",200.0,True,False,False
Keto Kafe,Mumbai,"Andheri Lokhandwala, Andheri West",3.3,0,"Healthy Food, Salad",500.0,False,False,True
Classic Veg & Non Veg,Mumbai,Powai,3.0,93,"South Indian, North Indian, Chinese, Kebab, Beverages",700.0,True,False,False
Deviram Food Circle,Agra,Lohamandi,4.0,304,"Mithai, Fast Food, Street Food, North Indian",200.0,True,False,False
My Kitchen Food Center,Gwalior,Prasad Nagar,3.1,5,North Indian,250.0,True,False,False
Navrang ice cream,Surat,Utran,3.1,4,Desserts,300.0,False,False,False
Tandoori Haat,Delhi NCR,"Sector 42, Faridabad",2.9,92,"North Indian, Mughlai, Chinese",500.0,True,False,False
Blue Sky,Mumbai,"Oshiwara, Andheri West",3.4,19,"North Indian, Chinese, Seafood",700.0,True,False,False
Dilbahar Hotel,Pune,Wagholi,2.9,5,"Biryani, Chinese",300.0,True,False,False
Food Paradise,Lucknow,Aliganj,3.5,32,"North Indian, Chinese",500.0,True,False,False
Golden Dragon Chinese And Snack Center,Pune,Pashan,0.0,0,"Fast Food, Street Food",200.0,False,False,False
Man Restaurant,Amravati,Maltekedi,0.0,0,0,300.0,False,False,False
Kule's  kitchen,Mumbai,Santacruz West,3.4,36,"Chinese, North Indian",400.0,True,False,False
Rominus Pizza and Burger,Jaipur,Tonk Road,3.7,157,"Pizza, Fast Food",600.0,True,False,False
Firangi Bake,Pune,Vishrantwadi,4.0,102,"Mexican, Italian, Modern Indian",600.0,True,False,True
Nebula Restaurant,Kolkata,Shyam Bazar,2.7,77,"Chinese, North Indian",400.0,True,False,False
Sanju Omlet Center,Vadodara,Makarpura,0.0,0,Street Food,150.0,False,False,False
Ekaa Villa,Agra,Tajganj,0.0,0,North Indian,800.0,False,False,False
Jaipur Zaika,Jaipur,Raja Park,3.3,0,"Fast Food, Beverages, Ice Cream",100.0,False,False,False
Anmol Bhojanalay,Indore,Vijay Nagar,0.0,0,North Indian,150.0,False,False,False
Siddhivinayak Vadapav Center,Mumbai,Bhandup,0.0,0,"Fast Food, South Indian",400.0,False,False,False
Mughal's,Pune,East Street,3.7,486,"Mughlai, North Indian, Biryani, Kebab",800.0,True,False,False
K's Royal Chef,Delhi NCR,Paschim Vihar,3.6,36,"North Indian, Mughlai",400.0,True,False,False
Monginis,Mumbai,Kalyan,0.0,0,"Bakery, Fast Food",200.0,False,False,False
Streetlight Cafe,Trivandrum,Ambalamukku,0.0,0,Continental,400.0,True,False,False
Tibbs Frankie - Metro Hyper Market,Vijayawada,Machavaram,3.3,12,Rolls,150.0,False,False,False
The Space,Hyderabad,Karkhana,3.3,0,"Fast Food, Beverages",450.0,False,False,False
Siddique Kabab Centre,Hyderabad,Lingampally,3.8,320,"North Indian, Kebab, Chinese",400.0,True,False,False
MM Kota Kachori,Ahmedabad,Satellite,3.2,16,Street Food,100.0,True,False,False
Barbeque Nation,Nagpur,Sitabuldi,4.9,1417,"North Indian, Chinese, BBQ",1600.0,False,True,False
Cream Bell Scoopers,Delhi NCR,"Sector 15, Gurgaon",0.0,0,Ice Cream,200.0,False,False,False
Old Champaran Meat House,Patna,Fraser Road Area,3.7,483,North Indian,400.0,True,False,False
Spice Affairs,Pune,Pimpri,0.0,0,"Chinese, North Indian",500.0,False,False,False
Sapna Sandwich,Indore,Sudama Nagar,3.6,120,Fast Food,250.0,True,False,False
The Noodle House,Dharamshala,Gamru,3.5,16,"Tibetan, Seafood, North Indian, Fast Food, Continental, Chinese",250.0,True,False,False
Chandigarh Poultry,Chandigarh,"Sector 67, Mohali",3.3,0,North Indian,550.0,True,False,False
Frostbite,Chennai,Chromepet,2.9,37,"Fast Food, Desserts",250.0,True,False,False
Subway,Dehradun,Ballupur,3.9,100,"Fast Food, Healthy Food, Sandwich, Salad",500.0,True,False,False
Mercury Lounge,Lucknow,Lalbagh,2.7,13,"North Indian, Mughlai, Fast Food",300.0,False,False,False
32 Degree Ice Bar Lounge,Chennai,Anna Nagar East,0.0,0,Desserts,200.0,False,False,False
JUG-MUG CAFE,Lucknow,Kanpur Road,3.9,51,Cafe,250.0,True,False,False
Chef n Spice,Chandigarh,"Phase 5, Mohali",3.8,205,"North Indian, Chinese, Fast Food",500.0,True,False,False
Laxmi Fast Food,Jodhpur,Chopasni Housing Board,3.3,0,Chinese,150.0,False,False,False
Food Club,Manipal,Kinnimulki,0.0,0,Ice Cream,140.0,False,False,False
Sagar Kala Khatta,Mumbai,Juhu,3.6,17,Ice Cream,200.0,False,False,False
New Kalika South Indian Restaurant,Cuttack,Siba Bazaar,3.2,22,"North Indian, South Indian, Chinese",350.0,False,False,False
Kookie Jar,Kolkata,"Sector 1, Salt Lake",4.5,721,"Bakery, Desserts, Fast Food",350.0,False,False,False
Seashell Restaurant,Goa,Margao,0.0,0,"Goan, Chinese, North Indian",500.0,True,False,False
Red Chilli Snacks & Bakes,Coimbatore,Vadavalli,3.0,4,"Bakery, Desserts, Fast Food",300.0,False,False,False
Treat Street,Raipur,Jawahar Nagar,3.2,11,Fast Food,200.0,True,False,False
Kishore Ji Food,Hyderabad,S R Nagar,0.0,0,"Chinese, North Indian",150.0,False,False,False
Dolcissimo Bakes,Mumbai,Khar,3.5,48,Desserts,600.0,True,False,False
Maharani - The Kitchen,Delhi NCR,Indirapuram,3.7,73,"North Indian, Chinese",650.0,False,False,False
Momoz King,Dehradun,Majra,0.0,0,"Momos, Fast Food",150.0,True,False,False
Calvin's,Bengaluru,Koramangala 5th Block,3.8,444,"Desserts, Bakery, Continental, Salad, Burger, Pizza",600.0,True,False,False
Pizza On The Rock,Vadodara,Karelibaug,3.6,44,"Pizza, Desserts",500.0,False,False,False
Samadhan,Mumbai,Borivali West,3.5,64,"North Indian, Chinese",500.0,False,False,False
Thalassery Biriyani Darbar,Trivandrum,Sreekariyam,3.1,7,Kerala,250.0,False,False,False
WOW! Momo,Kolkata,Naktala,3.1,5,Momos,350.0,False,False,False
Hotel Shri Vinayaga Bhavan,Chennai,Taramani,0.0,0,South Indian,200.0,False,False,False
Lajawab Khana Khazana,Mumbai,"Versova, Andheri West",3.2,10,"Fast Food, North Indian, Chinese",500.0,True,False,False
Madras Delicacy,Chennai,Velachery,0.0,0,"Bakery, Mithai",150.0,False,False,False
Dilli Da Swaad,Delhi NCR,Mukherjee Nagar,3.4,173,"North Indian, Mughlai",200.0,True,False,False
Rolls Mania,Pune,Wagholi,3.4,125,"Rolls, Fast Food",300.0,True,False,False
Salad Master,Jalandhar,Model Town,3.8,89,"Salad, Burger",550.0,True,False,False
Sagar Gaire,Indore,Annapurna Road,3.1,72,"South Indian, Fast Food",400.0,True,False,False
My Grill,Hyderabad,Kukatpally,3.4,460,"North Indian, Chinese, Seafood",300.0,True,False,False
